transaction_id,customer_id,transaction_date,product_name,product_category,quantity,unit_price,total_amount
340,38,2022-09-28,Laptop,Electronics,1,902.48,902.48
9419,1041,2022-09-28,Watch,Accessories,1,206.63,206.63
29421,3099,2022-09-28,T-Shirt,Clothing,1,26.36,26.36
12236,1340,2022-09-28,Headphones,Electronics,1,90.15,90.15
36834,3957,2022-09-28,Backpack,Accessories,1,45.59,45.59
119,11,2022-09-28,Smartphone,Electronics,1,619.72,619.72
37554,4040,2022-09-28,Watch,Accessories,2,196.84,393.67
8015,891,2022-09-28,Sneakers,Footwear,1,74.76,74.76
27476,2914,2022-09-28,Smartphone,Electronics,3,621.43,1864.28
8249,913,2022-09-28,Coffee Maker,Home,1,74.53,74.53
36473,3923,2022-09-28,Coffee Maker,Home,2,74.91,149.82
38964,4179,2022-09-28,Headphones,Electronics,2,97.38,194.75
6736,732,2022-09-28,Watch,Accessories,1,206.55,206.55
7262,800,2022-09-28,Coffee Maker,Home,3,83.82,251.47
35812,3860,2022-09-28,Sneakers,Footwear,1,71.48,71.48
12129,1334,2022-09-28,Watch,Accessories,1,198.17,198.17
37082,3981,2022-09-28,Coffee Maker,Home,1,77.32,77.32
42598,4589,2022-09-29,Headphones,Electronics,1,82.7,82.7
5293,585,2022-09-29,T-Shirt,Clothing,1,24.02,24.02
616,64,2022-09-29,Jeans,Clothing,2,64.16,128.32
37239,4007,2022-09-29,Sneakers,Footwear,1,85.41,85.41
38303,4119,2022-09-29,Jeans,Clothing,1,53.94,53.94
44959,4849,2022-09-29,Sneakers,Footwear,1,81.6,81.6
12578,1374,2022-09-29,Jeans,Clothing,1,56.29,56.29
8860,993,2022-09-29,Sneakers,Footwear,1,74.07,74.07
30420,3216,2022-09-29,Backpack,Accessories,1,50.25,50.25
11343,1248,2022-09-29,Headphones,Electronics,1,84.76,84.76
8450,941,2022-09-29,Coffee Maker,Home,1,74.01,74.01
13622,1473,2022-09-29,Jeans,Clothing,1,64.36,64.36
2835,313,2022-09-29,Headphones,Electronics,1,81.88,81.88
23461,2499,2022-09-29,Laptop,Electronics,1,928.72,928.72
13271,1433,2022-09-29,Laptop,Electronics,1,946.26,946.26
15071,1621,2022-09-29,Laptop,Electronics,1,968.46,968.46
26978,2876,2022-09-30,Book,Books,2,15.67,31.34
3351,374,2022-09-30,Sneakers,Footwear,1,80.7,80.7
1793,193,2022-09-30,Sneakers,Footwear,1,81.06,81.06
3298,367,2022-09-30,Coffee Maker,Home,2,86.04,172.08
41325,4433,2022-09-30,Laptop,Electronics,2,942.84,1885.67
32828,3517,2022-09-30,Book,Books,1,13.97,13.97
2506,268,2022-09-30,T-Shirt,Clothing,1,25.61,25.61
25922,2772,2022-09-30,Watch,Accessories,1,194.78,194.78
43629,4710,2022-09-30,Watch,Accessories,1,189.12,189.12
31204,3307,2022-09-30,Headphones,Electronics,2,96.23,192.46
17033,1811,2022-09-30,Smartphone,Electronics,3,628.9,1886.71
1001,123,2022-09-30,Coffee Maker,Home,1,83.21,83.21
22994,2456,2022-09-30,T-Shirt,Clothing,1,26.9,26.9
36346,3916,2022-09-30,Watch,Accessories,2,181.93,363.87
36494,3923,2022-09-30,Jeans,Clothing,1,58.0,58.0
34628,3717,2022-09-30,Book,Books,1,14.45,14.45
30174,3197,2022-09-30,Watch,Accessories,1,209.03,209.03
42588,4587,2022-09-30,Laptop,Electronics,1,969.3,969.3
39485,4236,2022-09-30,Laptop,Electronics,1,853.58,853.58
35483,3821,2022-09-30,T-Shirt,Clothing,1,23.13,23.13
46383,4993,2022-09-30,T-Shirt,Clothing,1,27.07,27.07
14648,1583,2022-09-30,Smartphone,Electronics,1,551.58,551.58
26423,2829,2022-09-30,Headphones,Electronics,1,89.94,89.94
36899,3964,2022-10-01,Backpack,Accessories,1,48.24,48.24
6934,758,2022-10-01,Smartphone,Electronics,1,582.88,582.88
42380,4563,2022-10-01,Watch,Accessories,1,206.76,206.76
18628,1975,2022-10-01,Laptop,Electronics,2,925.1,1850.2
35813,3860,2022-10-01,Jeans,Clothing,2,55.28,110.56
22195,2357,2022-10-01,Smartphone,Electronics,1,545.04,545.04
19569,2075,2022-10-01,Headphones,Electronics,1,91.62,91.62
19395,2062,2022-10-01,Jeans,Clothing,1,63.53,63.53
14681,1588,2022-10-01,Jeans,Clothing,1,58.46,58.46
9911,1109,2022-10-01,Sneakers,Footwear,1,80.26,80.26
44306,4790,2022-10-01,Sneakers,Footwear,1,84.23,84.23
19623,2082,2022-10-01,Sneakers,Footwear,1,79.06,79.06
3087,346,2022-10-01,T-Shirt,Clothing,1,24.26,24.26
18618,1973,2022-10-01,Watch,Accessories,2,200.46,400.92
1136,136,2022-10-01,Laptop,Electronics,1,833.0,833.0
31525,3363,2022-10-01,Backpack,Accessories,1,53.88,53.88
31188,3304,2022-10-01,Watch,Accessories,1,200.17,200.17
1887,207,2022-10-01,T-Shirt,Clothing,2,23.64,47.27
29210,3086,2022-10-01,Smartphone,Electronics,1,570.35,570.35
39558,4245,2022-10-01,Backpack,Accessories,2,45.07,90.13
26188,2799,2022-10-01,Watch,Accessories,1,207.89,207.89
24682,2626,2022-10-01,T-Shirt,Clothing,1,26.69,26.69
38090,4092,2022-10-02,Backpack,Accessories,2,46.91,93.82
28609,3029,2022-10-02,T-Shirt,Clothing,1,23.17,23.17
16235,1714,2022-10-02,Backpack,Accessories,1,47.83,47.83
5890,646,2022-10-02,Watch,Accessories,1,206.28,206.28
43008,4636,2022-10-02,Coffee Maker,Home,1,74.18,74.18
6480,697,2022-10-02,Jeans,Clothing,1,57.82,57.82
26939,2873,2022-10-02,Watch,Accessories,3,180.84,542.53
39092,4199,2022-10-02,Book,Books,1,13.55,13.55
37234,4007,2022-10-02,Jeans,Clothing,2,59.58,119.15
35955,3875,2022-10-02,Backpack,Accessories,1,46.55,46.55
6014,663,2022-10-02,Headphones,Electronics,1,89.16,89.16
36077,3895,2022-10-02,Laptop,Electronics,1,880.12,880.12
437,48,2022-10-02,Jeans,Clothing,1,61.85,61.85
38697,4157,2022-10-02,Book,Books,1,15.57,15.57
32093,3431,2022-10-02,T-Shirt,Clothing,1,27.15,27.15
24932,2663,2022-10-02,T-Shirt,Clothing,1,26.37,26.37
39,6,2022-10-02,Headphones,Electronics,1,85.97,85.97
36503,3925,2022-10-02,Headphones,Electronics,1,81.33,81.33
26662,2850,2022-10-03,T-Shirt,Clothing,3,25.45,76.34
28992,3066,2022-10-03,Sneakers,Footwear,2,82.72,165.45
11618,1279,2022-10-03,Watch,Accessories,1,195.31,195.31
37241,4007,2022-10-03,Headphones,Electronics,1,91.09,91.09
35480,3821,2022-10-03,Watch,Accessories,1,213.06,213.06
8387,933,2022-10-03,Smartphone,Electronics,2,554.26,1108.53
44337,4790,2022-10-03,T-Shirt,Clothing,1,25.38,25.38
44332,4790,2022-10-03,Headphones,Electronics,1,89.15,89.15
6565,714,2022-10-03,Smartphone,Electronics,1,596.53,596.53
27831,2951,2022-10-03,Backpack,Accessories,2,48.04,96.08
37885,4074,2022-10-03,Coffee Maker,Home,1,78.59,78.59
40519,4351,2022-10-03,Headphones,Electronics,1,83.35,83.35
29637,3138,2022-10-03,Sneakers,Footwear,1,82.19,82.19
8143,905,2022-10-03,Book,Books,1,15.12,15.12
14920,1607,2022-10-03,Watch,Accessories,1,185.29,185.29
35957,3875,2022-10-03,Smartphone,Electronics,1,573.4,573.4
3983,459,2022-10-03,T-Shirt,Clothing,2,25.09,50.18
25221,2694,2022-10-03,Book,Books,1,15.01,15.01
16025,1700,2022-10-03,Smartphone,Electronics,2,634.02,1268.03
49,6,2022-10-03,Coffee Maker,Home,1,78.2,78.2
27198,2895,2022-10-03,Sneakers,Footwear,1,76.44,76.44
3046,337,2022-10-03,Sneakers,Footwear,1,84.41,84.41
30445,3219,2022-10-03,T-Shirt,Clothing,1,23.41,23.41
18927,2013,2022-10-03,Sneakers,Footwear,1,80.18,80.18
34024,3652,2022-10-03,Sneakers,Footwear,1,73.16,73.16
18612,1973,2022-10-03,Headphones,Electronics,1,89.29,89.29
7975,888,2022-10-03,Coffee Maker,Home,1,83.91,83.91
29504,3117,2022-10-04,Smartphone,Electronics,2,567.66,1135.31
1791,193,2022-10-04,Watch,Accessories,1,205.72,205.72
16263,1716,2022-10-04,T-Shirt,Clothing,1,25.52,25.52
21108,2232,2022-10-04,Sneakers,Footwear,1,82.46,82.46
10373,1154,2022-10-04,Coffee Maker,Home,1,75.37,75.37
10068,1123,2022-10-04,Watch,Accessories,1,181.65,181.65
45957,4947,2022-10-04,Watch,Accessories,2,212.26,424.52
13799,1492,2022-10-04,Smartphone,Electronics,2,607.72,1215.44
22962,2449,2022-10-04,Sneakers,Footwear,1,86.2,86.2
2938,323,2022-10-04,Smartphone,Electronics,3,620.3,1860.89
44706,4828,2022-10-04,Laptop,Electronics,1,899.22,899.22
20855,2206,2022-10-04,T-Shirt,Clothing,1,25.27,25.27
11108,1232,2022-10-04,Watch,Accessories,1,207.14,207.14
10629,1187,2022-10-04,Backpack,Accessories,1,46.83,46.83
8957,1004,2022-10-04,Sneakers,Footwear,1,75.64,75.64
23757,2541,2022-10-04,Watch,Accessories,1,212.0,212.0
42363,4563,2022-10-04,Sneakers,Footwear,1,80.07,80.07
41358,4444,2022-10-04,Sneakers,Footwear,1,71.62,71.62
1771,193,2022-10-04,Sneakers,Footwear,1,78.06,78.06
34754,3734,2022-10-05,Backpack,Accessories,1,49.68,49.68
45672,4912,2022-10-05,Jeans,Clothing,1,63.65,63.65
40919,4397,2022-10-05,Sneakers,Footwear,1,72.13,72.13
36400,3920,2022-10-05,Backpack,Accessories,1,53.06,53.06
2526,269,2022-10-05,Coffee Maker,Home,2,72.82,145.64
27645,2941,2022-10-05,T-Shirt,Clothing,1,26.93,26.93
6726,732,2022-10-05,Sneakers,Footwear,1,73.6,73.6
31394,3341,2022-10-05,T-Shirt,Clothing,1,27.2,27.2
41382,4448,2022-10-05,Laptop,Electronics,2,837.81,1675.61
40748,4377,2022-10-05,Backpack,Accessories,1,47.88,47.88
18796,1997,2022-10-05,Book,Books,1,15.69,15.69
15050,1617,2022-10-05,Headphones,Electronics,1,92.19,92.19
38308,4119,2022-10-05,Sneakers,Footwear,1,82.94,82.94
651,68,2022-10-05,Jeans,Clothing,1,63.87,63.87
40914,4397,2022-10-06,T-Shirt,Clothing,1,23.48,23.48
25796,2755,2022-10-06,Laptop,Electronics,1,890.37,890.37
24871,2649,2022-10-06,Book,Books,1,16.13,16.13
42335,4560,2022-10-06,Coffee Maker,Home,1,85.61,85.61
46152,4971,2022-10-06,Watch,Accessories,1,192.15,192.15
38586,4145,2022-10-06,Sneakers,Footwear,1,82.8,82.8
44539,4815,2022-10-06,Book,Books,1,16.4,16.4
12766,1394,2022-10-06,Watch,Accessories,1,200.35,200.35
30416,3216,2022-10-06,Headphones,Electronics,1,86.26,86.26
4468,499,2022-10-06,Smartphone,Electronics,1,540.43,540.43
2330,252,2022-10-06,Watch,Accessories,1,210.77,210.77
26259,2813,2022-10-06,Laptop,Electronics,3,866.86,2600.59
15267,1640,2022-10-06,Laptop,Electronics,2,853.03,1706.06
22476,2382,2022-10-06,Smartphone,Electronics,1,552.59,552.59
27812,2951,2022-10-06,Smartphone,Electronics,1,562.29,562.29
9446,1043,2022-10-06,Smartphone,Electronics,1,555.88,555.88
2601,284,2022-10-06,Headphones,Electronics,1,97.24,97.24
13550,1460,2022-10-06,Jeans,Clothing,1,55.28,55.28
26730,2857,2022-10-06,Backpack,Accessories,1,49.5,49.5
40570,4354,2022-10-06,Backpack,Accessories,1,49.83,49.83
26517,2838,2022-10-06,Book,Books,1,14.65,14.65
38980,4179,2022-10-07,Jeans,Clothing,1,61.25,61.25
29388,3099,2022-10-07,Sneakers,Footwear,1,85.08,85.08
32497,3475,2022-10-07,Watch,Accessories,1,213.86,213.86
42765,4603,2022-10-07,Jeans,Clothing,1,53.61,53.61
36744,3949,2022-10-07,Book,Books,2,15.31,30.62
4241,483,2022-10-07,Jeans,Clothing,1,56.83,56.83
13406,1450,2022-10-07,Watch,Accessories,1,192.89,192.89
33108,3550,2022-10-07,Sneakers,Footwear,2,81.53,163.06
31621,3375,2022-10-07,Laptop,Electronics,1,830.26,830.26
44548,4815,2022-10-07,Sneakers,Footwear,3,80.11,240.33
3035,337,2022-10-07,Smartphone,Electronics,1,576.34,576.34
31810,3393,2022-10-07,Headphones,Electronics,2,89.2,178.39
41927,4501,2022-10-07,Sneakers,Footwear,1,81.55,81.55
26242,2812,2022-10-07,Coffee Maker,Home,1,75.8,75.8
20410,2166,2022-10-07,Coffee Maker,Home,2,85.56,171.12
25363,2707,2022-10-07,Smartphone,Electronics,1,652.0,652.0
37799,4070,2022-10-07,Jeans,Clothing,1,54.92,54.92
32084,3429,2022-10-07,Laptop,Electronics,1,852.87,852.87
25213,2694,2022-10-07,Headphones,Electronics,1,87.54,87.54
5913,653,2022-10-07,Book,Books,1,14.38,14.38
21418,2256,2022-10-07,Book,Books,1,14.78,14.78
4606,519,2022-10-08,Coffee Maker,Home,1,73.04,73.04
43984,4754,2022-10-08,T-Shirt,Clothing,1,23.23,23.23
45404,4888,2022-10-08,Smartphone,Electronics,1,544.68,544.68
29854,3159,2022-10-08,Laptop,Electronics,1,927.54,927.54
38376,4127,2022-10-08,Smartphone,Electronics,3,650.77,1952.31
6452,691,2022-10-08,T-Shirt,Clothing,1,25.71,25.71
13413,1450,2022-10-08,Coffee Maker,Home,1,71.26,71.26
35467,3821,2022-10-08,Jeans,Clothing,1,60.17,60.17
45929,4947,2022-10-08,Book,Books,1,13.92,13.92
7265,800,2022-10-08,Headphones,Electronics,1,82.01,82.01
22831,2428,2022-10-08,Backpack,Accessories,1,53.76,53.76
40442,4344,2022-10-08,Laptop,Electronics,1,968.51,968.51
18925,2013,2022-10-08,Jeans,Clothing,1,61.3,61.3
16440,1749,2022-10-08,T-Shirt,Clothing,1,23.96,23.96
120,11,2022-10-08,Headphones,Electronics,1,84.66,84.66
41263,4430,2022-10-08,Jeans,Clothing,1,56.93,56.93
7057,779,2022-10-08,Backpack,Accessories,1,50.59,50.59
29183,3086,2022-10-08,Sneakers,Footwear,1,72.6,72.6
16344,1735,2022-10-08,Smartphone,Electronics,1,610.22,610.22
10377,1154,2022-10-08,Coffee Maker,Home,2,75.83,151.67
35152,3771,2022-10-09,Coffee Maker,Home,1,85.51,85.51
30629,3233,2022-10-09,Watch,Accessories,3,210.44,631.33
25807,2758,2022-10-09,Sneakers,Footwear,1,82.22,82.22
43748,4721,2022-10-09,Coffee Maker,Home,1,83.31,83.31
40891,4397,2022-10-09,Backpack,Accessories,2,53.69,107.37
32430,3470,2022-10-09,Sneakers,Footwear,1,77.6,77.6
34573,3714,2022-10-09,Backpack,Accessories,1,47.61,47.61
37208,4004,2022-10-09,Jeans,Clothing,1,59.73,59.73
1836,198,2022-10-09,Watch,Accessories,1,188.17,188.17
38969,4179,2022-10-09,Jeans,Clothing,1,64.68,64.68
1003,123,2022-10-09,Watch,Accessories,1,184.75,184.75
14055,1515,2022-10-09,Jeans,Clothing,2,54.85,109.69
38692,4157,2022-10-09,Coffee Maker,Home,1,80.6,80.6
3530,399,2022-10-09,Coffee Maker,Home,1,78.51,78.51
3368,376,2022-10-09,Backpack,Accessories,1,53.76,53.76
41076,4407,2022-10-09,Jeans,Clothing,1,59.47,59.47
7724,861,2022-10-09,Laptop,Electronics,1,897.6,897.6
34759,3735,2022-10-09,Coffee Maker,Home,3,74.62,223.87
42748,4600,2022-10-09,T-Shirt,Clothing,1,24.85,24.85
36763,3952,2022-10-09,Headphones,Electronics,2,93.37,186.75
40650,4365,2022-10-10,Headphones,Electronics,1,80.27,80.27
35114,3768,2022-10-10,Book,Books,1,15.3,15.3
13549,1460,2022-10-10,Book,Books,1,16.28,16.28
15471,1654,2022-10-10,Jeans,Clothing,1,64.1,64.1
36220,3903,2022-10-10,Backpack,Accessories,1,52.56,52.56
12284,1348,2022-10-10,Jeans,Clothing,1,54.87,54.87
22228,2358,2022-10-10,Laptop,Electronics,1,976.11,976.11
25817,2758,2022-10-10,Headphones,Electronics,1,95.08,95.08
13645,1475,2022-10-10,Coffee Maker,Home,3,73.65,220.96
44697,4828,2022-10-10,Sneakers,Footwear,1,73.31,73.31
35070,3759,2022-10-10,Backpack,Accessories,1,52.72,52.72
31176,3302,2022-10-10,Laptop,Electronics,1,848.21,848.21
33020,3537,2022-10-10,Coffee Maker,Home,1,81.81,81.81
28838,3053,2022-10-10,Backpack,Accessories,1,46.92,46.92
33097,3548,2022-10-10,Laptop,Electronics,1,961.99,961.99
19411,2062,2022-10-10,Jeans,Clothing,1,60.91,60.91
30419,3216,2022-10-10,Headphones,Electronics,2,80.12,160.24
42082,4523,2022-10-10,T-Shirt,Clothing,2,22.85,45.71
19572,2076,2022-10-10,Coffee Maker,Home,1,72.81,72.81
26290,2813,2022-10-10,Coffee Maker,Home,1,84.48,84.48
37870,4074,2022-10-11,Sneakers,Footwear,1,80.48,80.48
3295,367,2022-10-11,Coffee Maker,Home,1,72.8,72.8
30009,3186,2022-10-11,Headphones,Electronics,1,88.95,88.95
28519,3021,2022-10-11,Backpack,Accessories,1,49.25,49.25
22935,2442,2022-10-11,Sneakers,Footwear,1,76.99,76.99
27,6,2022-10-11,T-Shirt,Clothing,1,24.66,24.66
69,7,2022-10-11,Backpack,Accessories,3,48.44,145.31
6212,679,2022-10-11,Smartphone,Electronics,1,584.16,584.16
35037,3759,2022-10-11,Book,Books,1,15.43,15.43
13444,1450,2022-10-11,Sneakers,Footwear,1,84.48,84.48
4152,475,2022-10-11,Smartphone,Electronics,1,567.94,567.94
27448,2913,2022-10-11,Coffee Maker,Home,2,77.6,155.2
39041,4188,2022-10-12,Headphones,Electronics,1,90.76,90.76
13662,1477,2022-10-12,Backpack,Accessories,1,49.37,49.37
40753,4377,2022-10-12,Backpack,Accessories,1,46.56,46.56
10184,1140,2022-10-12,Headphones,Electronics,1,96.45,96.45
8050,892,2022-10-12,Sneakers,Footwear,2,77.75,155.51
16424,1746,2022-10-12,Book,Books,1,16.05,16.05
31578,3369,2022-10-12,Jeans,Clothing,1,56.02,56.02
3540,400,2022-10-12,T-Shirt,Clothing,1,27.18,27.18
28342,3004,2022-10-12,Book,Books,1,13.76,13.76
14564,1570,2022-10-12,Smartphone,Electronics,1,634.17,634.17
8968,1004,2022-10-12,Watch,Accessories,1,185.5,185.5
36137,3897,2022-10-12,Headphones,Electronics,1,85.06,85.06
36191,3902,2022-10-12,Coffee Maker,Home,1,80.61,80.61
8951,1004,2022-10-12,Jeans,Clothing,1,59.31,59.31
39894,4284,2022-10-12,T-Shirt,Clothing,1,26.55,26.55
27455,2914,2022-10-12,Watch,Accessories,1,181.88,181.88
5977,660,2022-10-12,Jeans,Clothing,1,60.71,60.71
39175,4204,2022-10-12,Laptop,Electronics,1,855.73,855.73
43631,4710,2022-10-12,Coffee Maker,Home,1,73.31,73.31
39917,4289,2022-10-12,Laptop,Electronics,1,965.03,965.03
22604,2404,2022-10-12,Coffee Maker,Home,1,72.81,72.81
13095,1418,2022-10-12,T-Shirt,Clothing,2,24.57,49.14
24542,2617,2022-10-12,Laptop,Electronics,2,844.16,1688.32
20854,2206,2022-10-12,Backpack,Accessories,2,46.71,93.43
20046,2132,2022-10-12,Coffee Maker,Home,1,83.66,83.66
7604,848,2022-10-13,Book,Books,1,14.64,14.64
5369,596,2022-10-13,T-Shirt,Clothing,1,25.62,25.62
2356,252,2022-10-13,Book,Books,2,15.52,31.04
14671,1587,2022-10-13,Backpack,Accessories,2,53.61,107.21
42300,4560,2022-10-13,Jeans,Clothing,1,61.69,61.69
6623,720,2022-10-13,Watch,Accessories,1,213.71,213.71
44536,4815,2022-10-13,Headphones,Electronics,1,96.56,96.56
20269,2157,2022-10-13,Smartphone,Electronics,1,652.53,652.53
25065,2679,2022-10-13,Laptop,Electronics,2,861.24,1722.48
31434,3344,2022-10-13,Watch,Accessories,1,193.14,193.14
26471,2835,2022-10-13,Backpack,Accessories,1,49.57,49.57
7068,779,2022-10-13,Smartphone,Electronics,2,603.07,1206.15
38323,4119,2022-10-13,Watch,Accessories,1,193.54,193.54
4122,475,2022-10-13,Laptop,Electronics,1,983.76,983.76
24520,2617,2022-10-13,Backpack,Accessories,1,47.19,47.19
37025,3974,2022-10-14,Watch,Accessories,1,193.8,193.8
21592,2283,2022-10-14,Watch,Accessories,1,186.89,186.89
35296,3796,2022-10-14,Coffee Maker,Home,1,81.56,81.56
46186,4972,2022-10-14,T-Shirt,Clothing,1,22.56,22.56
35734,3849,2022-10-14,Smartphone,Electronics,1,599.66,599.66
32366,3461,2022-10-14,Watch,Accessories,1,217.68,217.68
26969,2876,2022-10-14,Laptop,Electronics,1,951.1,951.1
11988,1327,2022-10-14,Smartphone,Electronics,1,639.41,639.41
6784,743,2022-10-14,Smartphone,Electronics,1,618.72,618.72
3398,380,2022-10-14,Watch,Accessories,1,197.87,197.87
15455,1654,2022-10-14,Smartphone,Electronics,1,606.09,606.09
7432,820,2022-10-14,Book,Books,1,13.81,13.81
16257,1714,2022-10-14,Jeans,Clothing,2,54.88,109.75
11404,1257,2022-10-14,T-Shirt,Clothing,1,26.02,26.02
29686,3142,2022-10-14,Jeans,Clothing,1,55.28,55.28
24087,2583,2022-10-14,T-Shirt,Clothing,1,24.77,24.77
46177,4972,2022-10-14,Headphones,Electronics,1,93.57,93.57
24879,2650,2022-10-14,Backpack,Accessories,1,48.44,48.44
27659,2941,2022-10-14,Jeans,Clothing,1,61.65,61.65
17153,1821,2022-10-14,Jeans,Clothing,1,56.65,56.65
32025,3414,2022-10-14,Smartphone,Electronics,1,540.1,540.1
36884,3964,2022-10-14,Backpack,Accessories,1,53.08,53.08
5600,613,2022-10-14,Coffee Maker,Home,1,78.65,78.65
30481,3223,2022-10-14,Watch,Accessories,1,190.09,190.09
38671,4152,2022-10-15,Laptop,Electronics,1,872.65,872.65
6012,663,2022-10-15,T-Shirt,Clothing,1,25.69,25.69
13472,1453,2022-10-15,Headphones,Electronics,1,93.56,93.56
22691,2417,2022-10-15,Book,Books,1,13.71,13.71
24194,2589,2022-10-15,Laptop,Electronics,1,950.35,950.35
40336,4330,2022-10-15,Headphones,Electronics,1,81.39,81.39
28058,2969,2022-10-15,Coffee Maker,Home,1,75.47,75.47
9005,1007,2022-10-15,Laptop,Electronics,1,959.84,959.84
22810,2428,2022-10-15,Backpack,Accessories,2,47.55,95.1
8830,987,2022-10-15,Coffee Maker,Home,1,80.36,80.36
40544,4351,2022-10-15,Headphones,Electronics,2,88.7,177.4
15799,1686,2022-10-15,Watch,Accessories,1,205.76,205.76
24310,2596,2022-10-15,Jeans,Clothing,1,62.48,62.48
29649,3142,2022-10-15,Book,Books,1,14.61,14.61
20074,2137,2022-10-15,Sneakers,Footwear,1,81.99,81.99
18630,1976,2022-10-15,Coffee Maker,Home,1,74.83,74.83
45644,4909,2022-10-15,Sneakers,Footwear,1,82.66,82.66
6937,758,2022-10-15,Book,Books,1,14.77,14.77
19298,2056,2022-10-16,Jeans,Clothing,1,54.25,54.25
16334,1733,2022-10-16,Laptop,Electronics,1,907.89,907.89
31502,3361,2022-10-16,Headphones,Electronics,1,86.25,86.25
12415,1357,2022-10-16,Laptop,Electronics,1,898.34,898.34
35223,3781,2022-10-16,Watch,Accessories,1,204.3,204.3
2001,221,2022-10-16,Laptop,Electronics,2,912.69,1825.39
17470,1848,2022-10-16,Sneakers,Footwear,1,79.15,79.15
44201,4777,2022-10-16,Sneakers,Footwear,1,78.05,78.05
26418,2829,2022-10-16,Backpack,Accessories,1,51.52,51.52
33420,3593,2022-10-16,Coffee Maker,Home,1,73.75,73.75
16769,1784,2022-10-16,Jeans,Clothing,1,63.83,63.83
25151,2690,2022-10-16,Watch,Accessories,1,194.55,194.55
28997,3066,2022-10-16,Headphones,Electronics,2,83.32,166.63
24259,2595,2022-10-16,Smartphone,Electronics,1,635.14,635.14
4022,471,2022-10-16,Laptop,Electronics,1,938.9,938.9
37458,4037,2022-10-16,Laptop,Electronics,2,953.82,1907.63
27527,2923,2022-10-16,Backpack,Accessories,2,48.76,97.51
33684,3620,2022-10-16,Smartphone,Electronics,2,637.73,1275.45
11208,1235,2022-10-16,Backpack,Accessories,1,46.75,46.75
15804,1687,2022-10-16,Book,Books,1,14.9,14.9
15020,1616,2022-10-16,Laptop,Electronics,1,835.42,835.42
35172,3776,2022-10-16,Coffee Maker,Home,1,81.23,81.23
23740,2538,2022-10-17,Book,Books,2,15.59,31.19
36138,3897,2022-10-17,Sneakers,Footwear,1,83.48,83.48
5980,660,2022-10-17,Backpack,Accessories,1,49.68,49.68
3966,454,2022-10-17,Jeans,Clothing,2,63.12,126.23
16039,1700,2022-10-17,Watch,Accessories,1,184.53,184.53
32881,3521,2022-10-17,Book,Books,1,14.68,14.68
29474,3109,2022-10-17,Smartphone,Electronics,1,621.57,621.57
15307,1646,2022-10-17,Backpack,Accessories,1,52.9,52.9
25210,2694,2022-10-17,Jeans,Clothing,1,61.49,61.49
10379,1154,2022-10-17,Sneakers,Footwear,1,77.86,77.86
1148,136,2022-10-17,Laptop,Electronics,1,849.33,849.33
45431,4889,2022-10-18,Laptop,Electronics,1,835.71,835.71
7962,886,2022-10-18,Sneakers,Footwear,1,76.39,76.39
117,11,2022-10-18,T-Shirt,Clothing,2,23.1,46.19
33972,3646,2022-10-18,Jeans,Clothing,1,53.68,53.68
22305,2363,2022-10-18,Jeans,Clothing,2,62.77,125.55
33090,3546,2022-10-18,Coffee Maker,Home,1,84.02,84.02
45039,4853,2022-10-18,Headphones,Electronics,1,87.83,87.83
30153,3197,2022-10-18,Headphones,Electronics,1,86.24,86.24
32074,3425,2022-10-18,Sneakers,Footwear,1,80.92,80.92
5914,653,2022-10-18,Laptop,Electronics,1,857.67,857.67
29289,3090,2022-10-18,Jeans,Clothing,1,57.1,57.1
38734,4161,2022-10-18,Headphones,Electronics,1,81.01,81.01
30692,3241,2022-10-18,Headphones,Electronics,2,82.1,164.21
33387,3591,2022-10-18,Book,Books,1,15.89,15.89
44274,4788,2022-10-18,Backpack,Accessories,1,46.06,46.06
20103,2137,2022-10-18,Jeans,Clothing,1,63.13,63.13
10194,1142,2022-10-18,Sneakers,Footwear,1,80.06,80.06
30201,3199,2022-10-18,Coffee Maker,Home,1,72.41,72.41
1859,202,2022-10-18,Backpack,Accessories,2,45.36,90.73
10025,1119,2022-10-19,Coffee Maker,Home,2,77.0,154.0
45866,4939,2022-10-19,Book,Books,1,15.42,15.42
12091,1333,2022-10-19,Sneakers,Footwear,1,78.34,78.34
45804,4930,2022-10-19,Smartphone,Electronics,1,587.97,587.97
10060,1121,2022-10-19,Laptop,Electronics,1,948.39,948.39
40921,4397,2022-10-19,Jeans,Clothing,1,61.67,61.67
2839,313,2022-10-19,T-Shirt,Clothing,1,26.52,26.52
24353,2601,2022-10-19,Watch,Accessories,1,202.03,202.03
36530,3925,2022-10-19,Jeans,Clothing,1,63.21,63.21
25956,2773,2022-10-19,T-Shirt,Clothing,1,23.92,23.92
40516,4351,2022-10-19,Book,Books,2,15.71,31.42
23778,2543,2022-10-19,Laptop,Electronics,1,903.94,903.94
19289,2054,2022-10-19,Book,Books,1,14.36,14.36
12125,1333,2022-10-19,Laptop,Electronics,1,846.72,846.72
29450,3105,2022-10-19,Jeans,Clothing,2,61.49,122.98
25568,2726,2022-10-19,Book,Books,1,14.41,14.41
33483,3596,2022-10-19,T-Shirt,Clothing,1,26.04,26.04
37882,4074,2022-10-19,Sneakers,Footwear,2,75.18,150.36
9000,1006,2022-10-19,T-Shirt,Clothing,1,22.51,22.51
22716,2417,2022-10-19,Watch,Accessories,1,180.43,180.43
